Date,Transaction Type,No.,Amount ,Due Date,Customer,Split,Terms,A/R Paid,Open Balance,Sent,Delivery Address
07/01/2024,Invoice,1431,121.00  ,15/01/2024,Marte & Co,-Split-,7 Days,Paid,0.00  ,Sent,accounts@marteandcoplumbing.com.au
17/01/2024,Payment,Credit,121.00  ,17/01/2024,Marte & Co,Business,,Paid,0.00  ,,accounts@marteandcoplumbing.com.au
21/01/2024,Invoice,1437,181.50  ,28/01/2024,Marte & Co,-Split-,7 Days,Paid,0.00  ,Sent,accounts@marteandcoplumbing.com.au
04/02/2024,Payment,,60.50  ,04/02/2024,Marte & Co,Business,,Paid,,,accounts@marteandcoplumbing.com.au
21/01/2024,Invoice,1437,181.50  ,28/01/2024,Marte & Co,-Split-,7 Days,Paid,0.00  ,Sent,accounts@marteandcoplumbing.com.au
19/02/2024,Payment,,90.75  ,19/02/2024,Marte & Co,Business,,Paid,,,accounts@marteandcoplumbing.com.au
11/02/2024,Invoice,1458,90.75  ,18/02/2024,Marte & Co,Sales,7 Days,Paid,0.00  ,Sent,accounts@marteandcoplumbing.com.au
13/03/2024,Payment,,60.50  ,13/03/2024,Marte & Co,Business,,Paid,,,accounts@marteandcoplumbing.com.au
25/02/2024,Invoice,1475,60.50  ,03/03/2024,Marte & Co,Sales,7 Days,Paid,0.00  ,Sent,accounts@marteandcoplumbing.com.au
07/03/2025,Payment,,0.00  ,07/03/2025,Marte & Co,-Split-,,Paid,0.00  ,,
17/03/2024,Invoice,1487,60.50  ,24/03/2024,Marte & Co,Sales,7 Days,Paid,0.00  ,Sent,allrooftakeoffs@gmail.com
07/03/2025,Adjustment Note,1787,-60.50  ,07/03/2025,Marte & Co,Sales,,Paid,0.00  ,,accounts@marteandcoplumbing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
30/07/2023,Payment,,60.50  ,30/07/2023,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
23/07/2023,Invoice,1293,60.50  ,30/07/2023,Metal roof Co.,-Split-,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
11/09/2023,Payment,,134.75  ,11/09/2023,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
27/08/2023,Invoice,1328,134.75  ,03/09/2023,Metal roof Co.,-Split-,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
13/11/2023,Payment,,60.50  ,13/11/2023,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
06/11/2023,Invoice,1396,60.50  ,13/11/2023,Metal roof Co.,Sales,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
26/02/2024,Payment,,181.50  ,26/02/2024,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
18/02/2024,Invoice,1467,181.50  ,25/02/2024,Metal roof Co.,Sales,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
16/09/2024,Payment,,132.00  ,16/09/2024,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
08/09/2024,Invoice,1630,132.00  ,15/09/2024,Metal roof Co.,Sales,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
23/09/2024,Payment,,115.50  ,23/09/2024,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
15/09/2024,Invoice,1637,115.50  ,22/09/2024,Metal roof Co.,-Split-,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
22/08/2025,Payment,,66.00  ,22/08/2025,Metal roof Co.,Business,,Paid,,,john@metalroofco.com.au
10/08/2025,Invoice,1958,66.00  ,17/08/2025,Metal roof Co.,Sales,7 Days,Paid,0.00  ,Sent,john@metalroofco.com.au
,,,,,,,,,,,
,,,,,,,,,,,
06/12/2022,Payment,,30.25  ,06/12/2022,Mike Perry,Business,,Paid,,,
28/11/2022,Invoice,1067,30.25  ,05/12/2022,Mike Perry,-Split-,7 Days,Paid,0.00  ,Sent,thisisperry95@outlook.com
08/02/2023,Payment,,121.00  ,08/02/2023,Mike Perry,Business,,Paid,,,
03/01/2023,Invoice,1091,121.00  ,10/01/2023,Mike Perry,Sales,7 Days,Paid,0.00  ,Sent,thisisperry95@outlook.com
,,,,,,,,,,,
,,,,,,,,,,,
10/04/2025,Payment,,33.00  ,10/04/2025,Momentum Roofing,Business,,Paid,,,jordan@momentumroofing.com.au
06/04/2025,Invoice,1827,33.00  ,13/04/2025,Momentum Roofing,-Split-,7 Days,Paid,0.00  ,Sent,jordan@momentumroofing.com.au
10/07/2025,Payment,,66.00  ,10/07/2025,Momentum Roofing,Business,,Paid,,,jordan@momentumroofing.com.au
07/07/2025,Invoice,1918,66.00  ,14/07/2025,Momentum Roofing,Sales,7 Days,Paid,0.00  ,Sent,jordan@momentumroofing.com.au
01/09/2025,Payment,,77.00  ,01/09/2025,Momentum Roofing,Business,,Paid,,,jordan@momentumroofing.com.au
24/08/2025,Invoice,1982,77.00  ,31/08/2025,Momentum Roofing,Sales,7 Days,Paid,0.00  ,Sent,jordan@momentumroofing.com.au
28/10/2025,Payment,,165.00  ,28/10/2025,Momentum Roofing,Business,,Paid,,,jordan@momentumroofing.com.au
26/10/2025,Invoice,2059,165.00  ,02/11/2025,Momentum Roofing,-Split-,7 Days,Paid,0.00  ,Sent,jordan@momentumroofing.com.au
09/11/2025,Payment,,198.00  ,09/11/2025,Momentum Roofing,Business,,Paid,,,jordan@momentumroofing.com.au
02/11/2025,Invoice,2069,198.00  ,09/11/2025,Momentum Roofing,Sales,7 Days,Paid,0.00  ,Sent,jordan@momentumroofing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
02/07/2024,Payment,,33.00  ,02/07/2024,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
01/07/2024,Invoice,1578,33.00  ,08/07/2024,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
30/07/2024,Payment,,313.50  ,30/07/2024,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
28/07/2024,Invoice,1594,313.50  ,04/08/2024,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
31/10/2024,Payment,,154.00  ,31/10/2024,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
20/10/2024,Invoice,1672,154.00  ,27/10/2024,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
31/10/2024,Payment,,198.00  ,31/10/2024,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
27/10/2024,Invoice,1678,198.00  ,03/11/2024,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
19/11/2024,Payment,,231.00  ,19/11/2024,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
18/11/2024,Invoice,1702,231.00  ,25/11/2024,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
06/03/2025,Payment,,143.00  ,06/03/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
03/03/2025,Invoice,1784,143.00  ,10/03/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
06/03/2025,Payment,,198.00  ,06/03/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
24/02/2025,Invoice,1776,198.00  ,03/03/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
12/03/2025,Payment,,280.50  ,12/03/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
09/03/2025,Invoice,1793,280.50  ,16/03/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
26/03/2025,Payment,,132.00  ,26/03/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
24/03/2025,Invoice,1810,132.00  ,31/03/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
23/04/2025,Payment,,49.50  ,23/04/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
20/04/2025,Invoice,1838,49.50  ,27/04/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
11/06/2025,Payment,,148.50  ,11/06/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
08/06/2025,Invoice,1872,148.50  ,15/06/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
24/06/2025,Payment,,99.00  ,24/06/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
16/06/2025,Invoice,1886,99.00  ,23/06/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
08/07/2025,Payment,,115.50  ,08/07/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
07/07/2025,Invoice,1919,115.50  ,14/07/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
16/07/2025,Payment,,66.00  ,16/07/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
15/07/2025,Invoice,1929,66.00  ,22/07/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
22/07/2025,Payment,,66.00  ,22/07/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
20/07/2025,Invoice,1936,66.00  ,27/07/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
30/07/2025,Payment,,66.00  ,30/07/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
27/07/2025,Invoice,1943,66.00  ,03/08/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
03/09/2025,Payment,,66.00  ,03/09/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
03/09/2025,Invoice,1994,66.00  ,10/09/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
16/09/2025,Payment,,66.00  ,16/09/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
07/09/2025,Invoice,2005,66.00  ,14/09/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
22/09/2025,Payment,,49.50  ,22/09/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
21/09/2025,Invoice,2024,49.50  ,28/09/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
30/09/2025,Payment,,132.00  ,30/09/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
28/09/2025,Invoice,2030,132.00  ,05/10/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
13/10/2025,Payment,,165.00  ,13/10/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
12/10/2025,Invoice,2037,165.00  ,19/10/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
24/11/2025,Payment,,66.00  ,24/11/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
23/11/2025,Invoice,2086,66.00  ,30/11/2025,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
16/12/2025,Payment,,132.00  ,16/12/2025,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
14/12/2025,Invoice,2111,132.00  ,21/12/2025,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
12/01/2026,Payment,,49.50  ,12/01/2026,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
04/01/2026,Invoice,2123,49.50  ,11/01/2026,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
21/01/2026,Payment,,99.00  ,21/01/2026,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
18/01/2026,Invoice,2137,99.00  ,25/01/2026,North and Co,-Split-,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
27/01/2026,Payment,,66.00  ,27/01/2026,North and Co,Business,,Paid,,,northandcobuilt@gmail.com
26/01/2026,Invoice,2146,66.00  ,02/02/2026,North and Co,Sales,7 Days,Paid,0.00  ,Sent,northandcobuilt@gmail.com
,,,,,,,,,,,
,,,,,,,,,,,
12/09/2022,Payment,,60.50  ,12/09/2022,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
29/08/2022,Invoice,1016,60.50  ,05/09/2022,NorthPoint Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
27/09/2022,Payment,,242.00  ,27/09/2022,NorthPoint Metal Roofing,Business,,Paid,,,
26/09/2022,Invoice,1031,242.00  ,03/10/2022,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
27/09/2022,Payment,,434.50  ,27/09/2022,NorthPoint Metal Roofing,Business,,Paid,,,
19/09/2022,Invoice,1027,434.50  ,26/09/2022,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
01/12/2022,Payment,,225.50  ,01/12/2022,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
30/10/2022,Invoice,1050,165.00  ,06/11/2022,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
16/10/2022,Invoice,1042,60.50  ,23/10/2022,NorthPoint Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
07/12/2022,Payment,,484.00  ,07/12/2022,NorthPoint Metal Roofing,Business,,Paid,,,
06/12/2022,Invoice,1076,484.00  ,07/12/2022,NorthPoint Metal Roofing,-Split-,Due on receipt,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
12/12/2022,Payment,,544.50  ,12/12/2022,NorthPoint Metal Roofing,Business,,Paid,,,
09/12/2022,Invoice,1077,544.50  ,10/12/2022,NorthPoint Metal Roofing,-Split-,Due on receipt,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
19/12/2022,Payment,,544.50  ,19/12/2022,NorthPoint Metal Roofing,Business,,Paid,,,
18/12/2022,Invoice,1084,544.50  ,18/12/2022,NorthPoint Metal Roofing,-Split-,Due on receipt,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
19/01/2023,Payment,,269.50  ,19/01/2023,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
16/01/2023,Invoice,1096,165.00  ,23/01/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
26/12/2022,Invoice,1090,104.50  ,02/01/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
02/02/2023,Payment,,558.25  ,02/02/2023,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
29/01/2023,Invoice,1111,272.25  ,05/02/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
22/01/2023,Invoice,1102,286.00  ,29/01/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
13/02/2023,Payment,,605.00  ,13/02/2023,NorthPoint Metal Roofing,Business,,Paid,,,
05/02/2023,Invoice,1116,605.00  ,12/02/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
13/03/2023,Payment,,393.25  ,13/03/2023,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
05/03/2023,Invoice,1145,60.50  ,12/03/2023,NorthPoint Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
26/02/2023,Invoice,1139,151.25  ,05/03/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
19/02/2023,Invoice,1130,181.50  ,26/02/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
19/06/2023,Payment,,165.00  ,19/06/2023,NorthPoint Metal Roofing,Business,,Paid,,,matthewmarlow@iinet.net.au
23/04/2023,Invoice,1192,165.00  ,30/04/2023,NorthPoint Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,matthewmarlow@iinet.net.au
,,,,,,,,,,,
,,,,,,,,,,,
21/08/2022,Payment,,453.75  ,21/08/2022,On Top Roofing,Business,,Paid,,,
15/08/2022,Invoice,1010,453.75  ,22/08/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"Accounts@ontoproofing.net, Ontoproofingmaintenance@gmail.com"
02/09/2022,Payment,,374.00  ,02/09/2022,On Top Roofing,Business,,Paid,,,
29/08/2022,Invoice,1017,374.00  ,05/09/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"Accounts@ontoproofing.net, Ontoproofingmaintenance@gmail.com"
16/09/2022,Payment,,192.50  ,16/09/2022,On Top Roofing,Business,,Paid,,,
12/09/2022,Invoice,1024,192.50  ,19/09/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
08/10/2022,Payment,,302.50  ,08/10/2022,On Top Roofing,Business,,Paid,,,
03/10/2022,Invoice,1035,302.50  ,10/10/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
13/10/2022,Payment,,132.00  ,13/10/2022,On Top Roofing,Business,,Paid,,,
09/10/2022,Invoice,1038,132.00  ,16/10/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
18/11/2022,Payment,,60.50  ,18/11/2022,On Top Roofing,Business,,Paid,,,
14/11/2022,Invoice,1058,60.50  ,21/11/2022,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
22/12/2022,Payment,,60.50  ,22/12/2022,On Top Roofing,Business,,Paid,,,
18/12/2022,Invoice,1087,60.50  ,25/12/2022,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
07/11/2022,Payment,,121.00  ,07/11/2022,On Top Roofing,Business,,Paid,,,
30/10/2022,Invoice,1051,121.00  ,06/11/2022,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
28/01/2023,Payment,,324.50  ,28/01/2023,On Top Roofing,Business,,Paid,,,
22/01/2023,Invoice,1103,324.50  ,29/01/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
03/02/2023,Payment,,132.00  ,03/02/2023,On Top Roofing,Business,,Paid,,,
29/01/2023,Invoice,1112,132.00  ,05/02/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
09/02/2023,Payment,,121.00  ,09/02/2023,On Top Roofing,Business,,Paid,,,
05/02/2023,Invoice,1117,121.00  ,12/02/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
17/02/2023,Payment,,121.00  ,17/02/2023,On Top Roofing,Business,,Paid,,,
13/02/2023,Invoice,1125,121.00  ,20/02/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
03/03/2023,Payment,,60.50  ,03/03/2023,On Top Roofing,Business,,Paid,,,
26/02/2023,Invoice,1140,60.50  ,05/03/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
09/03/2023,Payment,,363.00  ,09/03/2023,On Top Roofing,Business,,Paid,,,
05/03/2023,Invoice,1146,363.00  ,12/03/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
31/03/2023,Payment,,145.20  ,31/03/2023,On Top Roofing,Business,,Paid,,,
26/03/2023,Invoice,1169,145.20  ,02/04/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
17/03/2023,Payment,,369.50  ,17/03/2023,On Top Roofing,Business,,Paid,0.00  ,,
02/04/2023,Invoice,1176,108.90  ,09/04/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
12/03/2023,Invoice,1154,369.05  ,19/03/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
06/04/2023,Payment,,108.45  ,06/04/2023,On Top Roofing,Business,,Paid,,,
02/04/2023,Invoice,1176,108.90  ,09/04/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
10/04/2023,Payment,,0.45  ,10/04/2023,On Top Roofing,Business,,Paid,0.00  ,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
11/04/2023,Invoice,1183,314.60  ,18/04/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
17/04/2023,Payment,,314.15  ,17/04/2023,On Top Roofing,Business,,Paid,,,
11/04/2023,Invoice,1183,314.60  ,18/04/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
28/04/2023,Payment,,60.50  ,28/04/2023,On Top Roofing,Business,,Paid,,,
23/04/2023,Invoice,1193,60.50  ,30/04/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
05/05/2023,Payment,,121.00  ,05/05/2023,On Top Roofing,Business,,Paid,,,
30/04/2023,Invoice,1199,121.00  ,07/05/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
18/05/2023,Payment,,60.50  ,18/05/2023,On Top Roofing,Business,,Paid,,,
14/05/2023,Invoice,1212,60.50  ,21/05/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
25/05/2023,Payment,,484.00  ,25/05/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
21/05/2023,Invoice,1222,484.00  ,28/05/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
02/06/2023,Payment,,60.50  ,02/06/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
28/05/2023,Invoice,1230,60.50  ,04/06/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
09/06/2023,Payment,,71.50  ,09/06/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
04/06/2023,Invoice,1238,71.50  ,11/06/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
15/06/2023,Payment,,90.75  ,15/06/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
11/06/2023,Invoice,1245,90.75  ,18/06/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
29/06/2023,Payment,,577.50  ,29/06/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
25/06/2023,Invoice,1256,577.50  ,02/07/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
07/07/2023,Payment,,60.50  ,07/07/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
03/07/2023,Invoice,1262,60.50  ,10/07/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
23/07/2023,Payment,,90.75  ,23/07/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
10/07/2023,Invoice,1267,90.75  ,17/07/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
23/07/2023,Payment,,132.00  ,23/07/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
16/07/2023,Invoice,1278,132.00  ,23/07/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
28/07/2023,Payment,,60.50  ,28/07/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
23/07/2023,Invoice,1294,60.50  ,30/07/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
04/08/2023,Payment,,296.45  ,04/08/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
30/07/2023,Invoice,1300,296.45  ,06/08/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
11/08/2023,Payment,,48.40  ,11/08/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
06/08/2023,Invoice,1309,48.40  ,13/08/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
10/09/2023,Payment,,38.50  ,10/09/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
04/09/2023,Invoice,1339,42.35  ,11/09/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
12/09/2023,Payment,,904.20  ,12/09/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
14/08/2023,Invoice,1315,658.35  ,21/08/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
27/08/2023,Invoice,1329,242.00  ,03/09/2023,On Top Roofing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
04/09/2023,Invoice,1339,42.35  ,11/09/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
22/09/2023,Payment,,72.60  ,22/09/2023,On Top Roofing,Business,,Paid,,,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
17/09/2023,Invoice,1351,72.60  ,24/09/2023,On Top Roofing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@ontoproofing.net.au, Ontoproofingmaintenance@gmail.com"
